,wrench.force.x.ret/10.0,wrench.force.y.ret/10.0,wrench.force.z.ret/10.0,wrench.torque.x.ret/10.0,wrench.torque.y.ret/10.0,wrench.torque.z.ret/10.0
1527169607.03,0.09709999561309815,-0.04600000381469726,-0.11559997558593765,0.0021800000220537187,0.0074200001358985905,-0.00023999999277293677
1527169607.05,0.11289999485015871,-0.0462000036239624,-0.12120002746582047,0.00203999999910593,0.007400000095367432,0.000139999995008111
1527169607.07,0.1162999963760376,-0.01860000371932983,-0.12059997558593766,0.0019199999794363976,0.007280000001192093,-0.0002800000179558992
1527169607.09,0.11589999675750733,0.00039999723434448704,-0.1286000061035158,0.002039999961853027,0.007500000000000001,-0.0005200000107288361
1527169607.11,0.12230000019073488,-0.003200004100799552,-0.1427999877929689,0.00215999998152256,0.0076200000941753394,-0.0009600000083446503
1527169607.13,0.14389999866485598,0.010999994277954108,-0.13940002441406266,0.0021199999749660493,0.007520000040531159,-0.0011200000159442426
1527169607.15,0.1512999963760376,0.01779999732971192,-0.13239997863769545,0.0021799999848008157,0.007540000081062317,-0.0011800000164657832
1527169607.17,0.14049999713897707,0.013799996376037607,-0.12620002746582046,0.002199999988079071,0.007620000094175339,-0.0008399999979883434
1527169607.19,0.10249999523162844,0.01679999828338624,-0.1122000122070314,0.00215999998152256,0.0075,-0.00098000000230968
1527169607.21,0.0694999933242798,0.014200000762939466,-0.1010000610351564,0.00215999998152256,0.007439999878406524,-0.001039999993517995
1527169607.23,0.019099993705749507,0.0244000005722046,-0.10320007324218765,0.0022199999913573264,0.00739999994635582,-0.0010799999814480544
1527169607.25,0.002899994850158692,0.030799999237060557,-0.11340011596679703,0.002199999988079071,0.007539999932050706,-0.0013599999994039537
1527169607.27,-0.020300011634826663,0.0472000026702881,-0.13540008544921892,0.0022800000011920928,0.007539999932050705,-0.0015799999982118607
1527169607.29,-0.009500012397766114,0.0344000005722046,-0.16380004882812513,0.0023800000175833703,0.0077599999308586125,-0.0016000000014901163
1527169607.31,0.0008999872207641603,0.048599996566772476,-0.18660003662109387,0.002400000020861626,0.007919999957084657,-0.0019000000134110453
1527169607.33,-0.0017000150680541997,0.05039999961853028,-0.21000000000000016,0.002400000020861626,0.008039999902248383,-0.0020200000330805783
1527169607.35,-0.025100016593933107,0.09739999771118166,-0.22540000915527358,0.0024400000274181367,0.007859999835491181,-0.002760000042617321
1527169607.37,-0.02370001316070557,0.1175999975204468,-0.22760002136230484,0.002320000007748604,0.0077599999308586125,-0.0032000000402331356
1527169607.39,-0.00470000743865967,0.12139999866485598,-0.22940002441406265,0.0023800000175833703,0.007739999890327454,-0.00318000003695488
1527169607.41,-0.009300007820129396,0.1415999984741211,-0.23340003967285172,0.0024199999868869783,0.0075599999725818635,-0.0031200000271201134
1527169607.43,0.005699992179870604,0.15900000095367434,-0.23700004577636735,0.002620000019669533,0.00760000005364418,-0.0032200000062584874
1527169607.45,0.03449999332427978,0.14760000705718995,-0.23380004882812516,0.002660000026226044,0.007700000107288362,-0.00261999998241663
1527169607.47,0.06649999141693116,0.13740000247955325,-0.2210000610351564,0.002620000056922436,0.00780000001192093,-0.002399999983608723
1527169607.49,0.06049998760223389,0.1628000068664551,-0.21420005798339858,0.002520000040531159,0.007740000039339065,-0.0026999999955296516
1527169607.51,0.07489999294281006,0.1606000089645386,-0.2078000640869142,0.002460000067949295,0.007820000052452088,-0.003139999993145466
1527169607.53,0.07869999408721925,0.15400000572204592,-0.20300010681152358,0.002340000048279762,0.007939999997615814,-0.0035800000280141833
1527169607.55,0.0978999948501587,0.11820000171661377,-0.19500007629394547,0.0033400000631809237,0.0071000000089406975,-0.0037400000542402267
1527169607.57,0.0978999948501587,0.09260000228881836,-0.22880004882812516,0.004100000075995923,0.007120000049471856,-0.003800000101327896
1527169607.59,0.10789999485015869,0.0559999990463257,-0.22400009155273454,0.004980000108480454,0.0061000000685453425,-0.003480000086128712
1527169607.61,0.09549998760223388,0.04239999771118165,-0.2060000610351564,0.005660000070929528,0.00511999998241663,-0.002900000084191561
1527169607.63,0.07749998569488524,0.04359999656677247,-0.2063999938964845,0.005640000067651272,0.005000000037252904,-0.0023200000636279584
1527169607.65,0.04769999027252198,0.058199996948242204,-0.2083999633789064,0.004680000059306621,0.005800000093877316,-0.0022800000198185443
1527169607.67,0.04489999294281006,0.0709999990463257,-0.1739999389648439,0.00414000004529953,0.005840000174939633,-0.002599999997764826
1527169607.69,0.0428999948501587,0.10300000190734865,-0.1701999664306642,0.0034400000423192977,0.006840000264346601,-0.003040000032633543
1527169607.71,0.0637000036239624,0.11640000343322755,-0.1695999908447267,0.0027000000700354576,0.00784000024199486,-0.0035600000619888305
1527169607.73,0.09250000476837159,0.09520000457763672,-0.15959999084472673,0.0027200000733137134,0.007800000160932542,-0.0037600000575184825
1527169607.75,0.09670000553131103,0.08200000286102296,-0.15760002136230483,0.0028200000524520874,0.007940000146627426,-0.0034200000762939454
1527169607.77,0.0993000078201294,0.05560000419616701,-0.16300003051757828,0.0027200000360608103,0.007800000011920929,-0.0026200000569224354
1527169607.79,0.11270000934600831,0.0244000005722046,-0.17419998168945328,0.002580000013113022,0.007719999998807907,-0.0021400000154972077
1527169607.81,0.1175000047683716,0.017199997901916512,-0.1895999908447267,0.002760000042617321,0.007660000026226044,-0.00215999998152256
1527169607.83,0.12730000972747801,0.05639999389648438,-0.1895999908447267,0.002760000042617321,0.007639999985694885,-0.002800000011920929
1527169607.85,0.16510000705718994,0.09039999961853028,-0.18419998168945328,0.002580000050365925,0.007539999932050705,-0.0035400000214576726
1527169607.87,0.1969000005722046,0.10879999637603761,-0.16639999389648455,0.0025200000405311584,0.007539999932050705,-0.004260000027716161
1527169607.89,0.20450000286102293,0.1315999984741211,-0.13500000000000015,0.0022400000318884856,0.00739999994635582,-0.004200000055134297
1527169607.91,0.22370000362396242,0.12500000000000003,-0.15619995117187513,0.002120000012218952,0.007379999905824661,-0.0038600000739097595
1527169607.93,0.22150000095367434,0.07600000381469729,-0.1640000152587892,0.002200000025331974,0.007440000027418137,-0.0029800000414252283
