,"tactile_static_data.left.std.clip(ret/60.0, -5, 5)","tactile_static_data.right.std.clip(ret/60.0, -5, 5)",robotiq_force_sensor.wrench.force.norm.dividedby10,robotiq_force_sensor.wrench.torque.norm.dividedby0.4,wrench.force.x.ret/10.0,wrench.force.y.ret/10.0,wrench.force.z.ret/10.0,wrench.torque.x.ret/10.0,wrench.torque.y.ret/10.0,wrench.torque.z.ret/10.0,baxter_enpoint_pose.twist.linear.norm.dividedby0.4,baxter_enpoint_pose.twist.angular.norm,baxter_enpoint_pose.twist.linear.x,baxter_enpoint_pose.twist.linear.y,baxter_enpoint_pose.twist.linear.z,baxter_enpoint_pose.twist.angular.x,baxter_enpoint_pose.twist.angular.y,baxter_enpoint_pose.twist.angular.z,pose.position.x,pose.position.y,pose.position.z
1528856465.79,0.323647805236661,0.2423540622468892,0.24939418953566908,0.17487259188661147,-0.06160001754760746,0.2238000017404556,-0.005899925231933665,0.004400000125169754,0.0033800000697374343,-0.0007200000341981651,0.026067111056389685,0.024006035849755435,-0.0031868369313270326,0.0006428712277640703,0.0021772778348296087,-0.001707584844012585,0.0018163754360030389,0.0035762911401050665,0.5280852953671319,-0.8162849873671268,0.18308236173287604
1528856465.89,0.32355494653899836,0.25124651489705807,0.24587606931774444,0.1698012079310561,-0.047800016403198274,0.22400000154972075,0.013500061035156177,0.004500000104308129,0.0031800000369548802,-0.00012000002898275871,0.030837212896204055,0.022813805892945106,-0.001428085304842386,0.0013853322279806935,0.003372248038194062,-2.21575844783337e-05,-0.0027355111550117317,0.005599888341387566,0.5280361256047705,-0.8157670317906341,0.18268308179665135
1528856465.99,0.3229116441355811,0.24036888673017207,0.24384835923658765,0.17986227992452408,-0.028400011062622105,0.22360000193119045,0.009100036621093677,0.004780000075697899,0.0036000000685453416,0.0005799999739974737,0.032842719568236534,0.019746164831619485,-0.0013673159828491896,-0.002354443111775838,0.005560184929215059,-0.004621501738778069,-0.006334138155163243,0.0002372604382491361,0.5279538101803961,-0.8155376772035682,0.18242064111797887
1528856466.09,0.31055992144651035,0.253377092744557,0.22732651948897134,0.16968587343824956,-0.031400012969970734,0.20700000107288358,0.007700042724609301,0.0046200001239776614,0.0032800000905990603,0.0009999999660067261,0.03257310474020908,0.016554481032971136,-0.001652270905810061,0.0005955939426163451,0.0014601238402318537,0.00034142134806296767,0.0014325010243944477,0.0003453792120229316,0.5278533673071111,-0.8155962952939608,0.18230793476106955
1528856466.19,0.3142347099618421,0.24795103287940148,0.24505968024706787,0.15417479708987544,0.024799995422363247,0.21960000097751614,-0.00989994049072273,0.004000000059604645,0.004260000064969063,0.0008999999775551259,0.03746271316042294,0.01907770007747493,0.0035254160460014374,0.003228498695004141,0.001218550528055421,0.0011694421199706629,-0.0042914211340839056,0.008808937906717737,0.5278279132513155,-0.8157666960715053,0.1821764445796715
1528856466.29,0.30432196563122443,0.22220129894144675,0.2834884984656442,0.1301865623765997,0.07560000419616696,0.2540000003576279,0.0037000274658202407,0.003500000014901161,0.003600000068545342,5.999999819323424e-05,0.042342927330631795,0.02402304760395628,0.0062873880709928874,0.006938704003339998,0.000688116914505596,0.005939917394603991,-0.003989940348169478,0.014965549927386433,0.5277546922865106,-0.8157784102404265,0.18209039445822148
1528856466.39,0.3035616533163673,0.2195732669695246,0.2910306571104429,0.12906799545134365,0.08700000762939451,0.26160000026226043,-0.006499977111816477,0.003500000014901161,0.0035400000587105756,-0.00010000000009313225,0.03673341945859235,0.023298565614203213,0.004518054816609112,0.0051150612110638675,-0.0016805739450458073,0.0061245104607593,-0.0029061932215396135,0.009487004556056318,0.5277301185068035,-0.8158888295386055,0.18219905388708907
1528856466.49,0.29716632663448006,0.2250545654159083,0.3055430058628663,0.11744895051380443,0.10960000991821287,0.2743999999761581,0.007900047302246024,0.0033799999952316287,0.003059999980032444,-0.00021999999182298777,0.03477317752546153,0.027092666322535576,0.005105949400625869,0.005184218205546121,-0.0028114051687138444,0.006712087653800899,-0.0028377480654679264,0.0036309437223145443,0.5276564610373866,-0.8159743684197579,0.18217851806038557
1528856466.59,0.30028845578239266,0.22490656402542433,0.33758779971682706,0.1127880827444296,0.1464000034332275,0.2953999990224838,0.01630004882812493,0.0033799999952316283,0.002759999968111515,-0.0005600000079721213,0.03111298290105798,0.028121158595190567,0.0023914040241750237,0.0026326958576281044,-0.000883142068529838,0.0014218633016932335,-0.0007770967744963684,0.003455829358709078,0.5278104582952223,-0.8158611755031779,0.18223613823524654
1528856466.69,0.2828105542784199,0.24026246727270933,0.3283453877817859,0.11454704939456838,0.1296000003814697,0.295599998831749,0.00010002136230461746,0.003099999986588955,0.0031599999591708184,-0.0005000000167638064,0.025271119439604223,0.024599368756004554,0.00031456093790162965,1.2921212276466586e-05,0.0008349518103200203,-0.002612909909416072,-8.30063516238133e-05,0.0008486451601023004,0.5278987437651755,-0.8158098433900068,0.18229327773451948
